id_email;date_test;vrai_label;prediction;score_confiance;categorie_phishing;longueur_texte;nb_liens
MAIL-6491;2025-09-02;légitime;légitime;0.796;N/A;90;1
MAIL-6492;2025-09-09;phishing;phishing;0.926;Faux support technique;554;0
MAIL-6493;2025-09-01;phishing;phishing;0.809;Faux support technique;166;1
MAIL-6494;2025-09-12;légitime;légitime;0.88;N/A;458;2
MAIL-6495;2025-09-23;phishing;phishing;0.977;Fausse livraison colis;462;5
MAIL-6496;2025-09-04;légitime;phishing;0.725;N/A;1166;1
MAIL-6497;2025-09-16;légitime;légitime;0.927;N/A;970;2
MAIL-6498;2025-09-08;phishing;phishing;0.877;Fausse livraison colis;109;2
MAIL-6499;2025-09-27;légitime;légitime;0.916;N/A;744;0
MAIL-6500;2025-09-15;phishing;phishing;0.871;Usurpation fournisseur;682;1
MAIL-6501;2025-09-10;légitime;légitime;0.797;N/A;331;2
MAIL-6502;2025-09-01;phishing;phishing;0.943;Fausse livraison colis;1010;0
MAIL-6503;2025-09-04;légitime;légitime;0.837;N/A;139;2
MAIL-6504;2025-09-11;légitime;légitime;0.878;N/A;361;2
MAIL-6505;2025-09-17;phishing;phishing;0.981;Usurpation fournisseur;214;3
MAIL-6506;2025-09-24;légitime;légitime;0.886;N/A;962;1
MAIL-6507;2025-09-13;phishing;phishing;0.941;Faux support technique;301;1
MAIL-6508;2025-09-13;légitime;légitime;0.84;N/A;769;1
MAIL-6509;2025-09-17;phishing;phishing;0.811;Fausse facture;408;1
MAIL-6510;2025-09-13;phishing;phishing;0.961;Phishing RH/paie;638;6
MAIL-6511;2025-09-28;phishing;phishing;0.98;Usurpation bancaire;489;4
MAIL-6512;2025-09-11;légitime;légitime;0.795;N/A;797;1
MAIL-6513;2025-09-22;phishing;phishing;0.874;Usurpation fournisseur;80;2
MAIL-6514;2025-09-16;légitime;légitime;0.854;N/A;967;2
MAIL-6515;2025-09-01;légitime;légitime;0.909;N/A;256;2
MAIL-6516;2025-09-19;légitime;légitime;0.974;N/A;668;0
MAIL-6517;2025-09-06;légitime;légitime;0.929;N/A;989;1
MAIL-6518;2025-09-08;légitime;légitime;0.921;N/A;482;0
MAIL-6519;2025-09-17;phishing;phishing;0.911;Faux support technique;556;0
MAIL-6520;2025-09-11;légitime;légitime;0.881;N/A;797;1
MAIL-6521;2025-09-12;légitime;légitime;0.877;N/A;1185;1
MAIL-6522;2025-09-17;légitime;légitime;0.939;N/A;1065;0
MAIL-6523;2025-09-13;phishing;phishing;0.935;Faux support technique;928;1
MAIL-6524;2025-09-25;phishing;phishing;0.953;Faux support technique;453;0
MAIL-6525;2025-09-18;légitime;légitime;0.81;N/A;991;2
MAIL-6526;2025-09-23;phishing;phishing;0.861;Usurpation fournisseur;292;1
MAIL-6527;2025-09-25;phishing;phishing;0.967;Fausse facture;1126;0
MAIL-6528;2025-09-15;légitime;légitime;0.808;N/A;758;0
MAIL-6529;2025-09-10;légitime;légitime;0.969;N/A;656;2
MAIL-6530;2025-09-14;phishing;phishing;0.948;Faux support technique;282;0
MAIL-6531;2025-09-28;légitime;légitime;0.89;N/A;159;2
MAIL-6532;2025-09-05;légitime;légitime;0.816;N/A;898;0
MAIL-6533;2025-09-14;légitime;légitime;0.786;N/A;1020;0
MAIL-6534;2025-09-05;phishing;légitime;0.599;Faux support technique;535;5
MAIL-6535;2025-09-01;légitime;légitime;0.838;N/A;1144;1
MAIL-6536;2025-09-10;légitime;légitime;0.917;N/A;542;1
MAIL-6537;2025-09-18;légitime;légitime;0.914;N/A;603;2
MAIL-6538;2025-09-04;phishing;phishing;0.984;Usurpation bancaire;535;2
MAIL-6539;2025-09-26;phishing;phishing;0.921;Fausse facture;961;5
MAIL-6540;2025-09-04;légitime;légitime;0.975;N/A;875;1
MAIL-6541;2025-09-16;phishing;phishing;0.815;Fausse facture;1016;2
MAIL-6542;2025-09-02;phishing;phishing;0.947;Faux support technique;544;2
MAIL-6543;2025-09-05;phishing;phishing;0.842;Usurpation bancaire;421;4
MAIL-6544;2025-09-04;légitime;légitime;0.8;N/A;649;0
MAIL-6545;2025-09-19;légitime;légitime;0.986;N/A;204;2
MAIL-6546;2025-09-12;légitime;phishing;0.63;N/A;1033;1
MAIL-6547;2025-09-29;phishing;phishing;0.955;Phishing RH/paie;631;4
MAIL-6548;2025-09-18;phishing;phishing;0.97;Usurpation bancaire;1072;4
MAIL-6549;2025-09-14;légitime;légitime;0.861;N/A;395;0
MAIL-6550;2025-09-01;phishing;phishing;0.925;Usurpation bancaire;244;3
MAIL-6551;2025-09-11;légitime;légitime;0.819;N/A;536;0
MAIL-6552;2025-09-18;légitime;légitime;0.889;N/A;365;2
MAIL-6553;2025-09-04;légitime;légitime;0.795;N/A;449;0
MAIL-6554;2025-09-13;phishing;phishing;0.904;Phishing RH/paie;387;3
MAIL-6555;2025-09-08;phishing;légitime;0.703;Faux support technique;839;3
MAIL-6556;2025-09-19;légitime;légitime;0.829;N/A;199;0
MAIL-6557;2025-09-29;légitime;légitime;0.835;N/A;313;1
MAIL-6558;2025-09-03;légitime;légitime;0.903;N/A;615;1
MAIL-6559;2025-09-12;légitime;légitime;0.936;N/A;287;0
MAIL-6560;2025-09-15;phishing;phishing;0.821;Usurpation bancaire;1144;2
MAIL-6561;2025-09-28;légitime;légitime;0.929;N/A;1138;2
MAIL-6562;2025-09-26;légitime;légitime;0.909;N/A;430;1
MAIL-6563;2025-09-09;légitime;légitime;0.788;N/A;619;1
MAIL-6564;2025-09-09;phishing;phishing;0.841;Faux support technique;191;5
MAIL-6565;2025-09-20;phishing;phishing;0.811;Usurpation fournisseur;743;4
MAIL-6566;2025-09-19;phishing;légitime;0.58;Fausse livraison colis;183;1
MAIL-6567;2025-09-30;légitime;légitime;0.867;N/A;1158;2
MAIL-6568;2025-09-14;légitime;légitime;0.987;N/A;814;1
MAIL-6569;2025-09-22;phishing;phishing;0.825;Usurpation fournisseur;1181;6
MAIL-6570;2025-09-30;légitime;légitime;0.884;N/A;952;2
MAIL-6571;2025-09-07;phishing;phishing;0.938;Faux support technique;686;5
MAIL-6572;2025-09-06;légitime;légitime;0.932;N/A;648;0
MAIL-6573;2025-09-01;phishing;phishing;0.809;Fausse facture;95;2
MAIL-6574;2025-09-30;phishing;phishing;0.939;Fausse livraison colis;692;2
MAIL-6575;2025-09-03;phishing;légitime;0.761;Phishing RH/paie;668;0
MAIL-6576;2025-09-05;phishing;phishing;0.902;Phishing RH/paie;365;6
MAIL-6577;2025-09-18;légitime;légitime;0.826;N/A;997;2
MAIL-6578;2025-09-01;légitime;légitime;0.85;N/A;320;2
MAIL-6579;2025-09-04;légitime;légitime;0.798;N/A;547;1
MAIL-6580;2025-09-17;légitime;légitime;0.942;N/A;828;1
MAIL-6581;2025-09-08;légitime;légitime;0.81;N/A;537;1
MAIL-6582;2025-09-30;légitime;légitime;0.923;N/A;100;0
MAIL-6583;2025-09-22;légitime;légitime;0.977;N/A;469;0
MAIL-6584;2025-09-13;phishing;phishing;0.89;Phishing RH/paie;224;3
MAIL-6585;2025-09-16;phishing;phishing;0.986;Fausse livraison colis;491;6
MAIL-6586;2025-09-22;légitime;légitime;0.818;N/A;1173;1
MAIL-6587;2025-09-11;légitime;légitime;0.959;N/A;420;1
MAIL-6588;2025-09-22;phishing;phishing;0.943;Phishing RH/paie;270;3
MAIL-6589;2025-09-13;phishing;phishing;0.866;Fausse livraison colis;287;2
MAIL-6590;2025-09-17;légitime;légitime;0.899;N/A;190;0
MAIL-6591;2025-09-28;phishing;phishing;0.966;Usurpation fournisseur;1005;6
MAIL-6592;2025-09-24;phishing;phishing;0.946;Faux support technique;984;0
MAIL-6593;2025-09-05;phishing;phishing;0.905;Fausse facture;179;4
MAIL-6594;2025-09-22;légitime;légitime;0.974;N/A;871;0
MAIL-6595;2025-09-07;légitime;légitime;0.835;N/A;791;2
MAIL-6596;2025-09-07;phishing;phishing;0.95;Usurpation fournisseur;854;1
MAIL-6597;2025-09-15;phishing;phishing;0.865;Phishing RH/paie;1135;6
MAIL-6598;2025-09-22;phishing;phishing;0.839;Usurpation fournisseur;447;0
MAIL-6599;2025-09-13;légitime;légitime;0.87;N/A;222;2
MAIL-6600;2025-09-24;phishing;phishing;0.835;Faux support technique;947;4
MAIL-6601;2025-09-22;légitime;légitime;0.903;N/A;107;0
MAIL-6602;2025-09-03;phishing;légitime;0.786;Fausse livraison colis;262;4
MAIL-6603;2025-09-21;légitime;légitime;0.951;N/A;481;2
MAIL-6604;2025-09-20;légitime;légitime;0.917;N/A;869;1
MAIL-6605;2025-09-21;phishing;phishing;0.843;Phishing RH/paie;298;5
MAIL-6606;2025-09-06;phishing;phishing;0.897;Phishing RH/paie;993;6
MAIL-6607;2025-09-28;légitime;légitime;0.803;N/A;731;2
MAIL-6608;2025-09-29;phishing;phishing;0.901;Usurpation bancaire;1165;2
MAIL-6609;2025-09-08;phishing;phishing;0.911;Fausse livraison colis;381;1
MAIL-6610;2025-09-14;légitime;légitime;0.827;N/A;1165;1
MAIL-6611;2025-09-25;phishing;phishing;0.974;Faux support technique;1109;1
MAIL-6612;2025-09-14;légitime;légitime;0.961;N/A;235;1
MAIL-6613;2025-09-10;légitime;légitime;0.844;N/A;219;1
MAIL-6614;2025-09-21;phishing;phishing;0.967;Usurpation bancaire;843;0
MAIL-6615;2025-09-12;légitime;légitime;0.971;N/A;909;0
MAIL-6616;2025-09-28;phishing;phishing;0.86;Fausse livraison colis;581;3
MAIL-6617;2025-09-06;légitime;légitime;0.922;N/A;521;0
MAIL-6618;2025-09-20;légitime;légitime;0.794;N/A;1104;1
MAIL-6619;2025-09-08;légitime;légitime;0.905;N/A;248;2
MAIL-6620;2025-09-04;légitime;légitime;0.839;N/A;644;1
MAIL-6621;2025-09-01;légitime;légitime;0.785;N/A;499;1
MAIL-6622;2025-09-17;légitime;légitime;0.945;N/A;309;2
MAIL-6623;2025-09-10;légitime;légitime;0.974;N/A;1155;2
MAIL-6624;2025-09-18;phishing;phishing;0.889;Fausse livraison colis;1000;3
MAIL-6625;2025-09-11;légitime;légitime;0.83;N/A;584;1
MAIL-6626;2025-09-07;légitime;légitime;0.84;N/A;181;2
MAIL-6627;2025-09-09;légitime;phishing;0.762;N/A;1125;0
MAIL-6628;2025-09-15;légitime;légitime;0.966;N/A;1053;2
MAIL-6629;2025-09-21;phishing;phishing;0.86;Phishing RH/paie;801;3
MAIL-6630;2025-09-11;phishing;phishing;0.891;Usurpation fournisseur;1111;3
MAIL-6631;2025-09-22;légitime;phishing;0.764;N/A;740;2
MAIL-6632;2025-09-30;phishing;phishing;0.9;Fausse livraison colis;281;2
MAIL-6633;2025-09-07;légitime;légitime;0.781;N/A;156;2
MAIL-6634;2025-09-12;phishing;phishing;0.846;Fausse facture;255;0
MAIL-6635;2025-09-07;phishing;phishing;0.84;Fausse facture;225;0
MAIL-6636;2025-09-08;phishing;phishing;0.953;Usurpation fournisseur;647;2
MAIL-6637;2025-09-24;légitime;légitime;0.955;N/A;1097;2
MAIL-6638;2025-09-20;légitime;légitime;0.895;N/A;1050;1
MAIL-6639;2025-09-30;légitime;légitime;0.973;N/A;1097;0
MAIL-6640;2025-09-05;phishing;phishing;0.932;Usurpation bancaire;517;3
MAIL-6641;2025-09-27;légitime;phishing;0.758;N/A;591;1
MAIL-6642;2025-09-10;légitime;légitime;0.804;N/A;1148;1
MAIL-6643;2025-09-17;phishing;légitime;0.649;Usurpation bancaire;205;0
MAIL-6644;2025-09-14;légitime;légitime;0.949;N/A;336;0
MAIL-6645;2025-09-15;légitime;légitime;0.892;N/A;403;1
MAIL-6646;2025-09-11;phishing;phishing;0.802;Fausse livraison colis;1002;1
MAIL-6647;2025-09-09;légitime;légitime;0.822;N/A;530;0
MAIL-6648;2025-09-03;phishing;phishing;0.976;Fausse livraison colis;406;3
MAIL-6649;2025-09-08;légitime;légitime;0.914;N/A;549;1
MAIL-6650;2025-09-04;légitime;légitime;0.897;N/A;1126;0
MAIL-6651;2025-09-30;phishing;phishing;0.928;Usurpation bancaire;149;0
MAIL-6652;2025-09-13;phishing;phishing;0.83;Faux support technique;1036;3
MAIL-6653;2025-09-13;légitime;légitime;0.843;N/A;87;1
MAIL-6654;2025-09-20;phishing;phishing;0.928;Usurpation bancaire;1186;4
MAIL-6655;2025-09-06;légitime;légitime;0.956;N/A;403;1
MAIL-6656;2025-09-21;légitime;légitime;0.871;N/A;658;1
MAIL-6657;2025-09-04;phishing;phishing;0.919;Faux support technique;526;4
MAIL-6658;2025-09-14;légitime;légitime;0.907;N/A;525;2
MAIL-6659;2025-09-29;phishing;phishing;0.87;Fausse livraison colis;774;4
MAIL-6660;2025-09-08;légitime;légitime;0.911;N/A;557;0
MAIL-6661;2025-09-21;légitime;légitime;0.923;N/A;484;2
MAIL-6662;2025-09-17;légitime;légitime;0.903;N/A;900;2
MAIL-6663;2025-09-21;phishing;phishing;0.802;Usurpation bancaire;218;1
MAIL-6664;2025-09-19;légitime;légitime;0.875;N/A;380;1
MAIL-6665;2025-09-05;légitime;légitime;0.867;N/A;837;1
MAIL-6666;2025-09-24;phishing;phishing;0.811;Fausse livraison colis;290;5
MAIL-6667;2025-09-04;légitime;légitime;0.928;N/A;534;1
MAIL-6668;2025-09-12;phishing;phishing;0.962;Usurpation bancaire;1012;2
MAIL-6669;2025-09-28;légitime;légitime;0.876;N/A;987;0
MAIL-6670;2025-09-21;phishing;phishing;0.911;Fausse livraison colis;614;0
MAIL-6671;2025-09-25;légitime;légitime;0.908;N/A;1136;2
MAIL-6672;2025-09-04;légitime;légitime;0.843;N/A;1149;1
MAIL-6673;2025-09-11;légitime;légitime;0.885;N/A;854;0
MAIL-6674;2025-09-15;phishing;phishing;0.811;Usurpation bancaire;604;4
MAIL-6675;2025-09-10;légitime;légitime;0.981;N/A;114;1
MAIL-6676;2025-09-02;légitime;légitime;0.795;N/A;375;1
MAIL-6677;2025-09-12;légitime;légitime;0.803;N/A;1108;2
MAIL-6678;2025-09-05;légitime;légitime;0.856;N/A;961;1
MAIL-6679;2025-09-06;légitime;légitime;0.969;N/A;179;1
MAIL-6680;2025-09-25;légitime;légitime;0.926;N/A;930;2
MAIL-6681;2025-09-25;légitime;légitime;0.903;N/A;395;0
MAIL-6682;2025-09-13;phishing;phishing;0.904;Usurpation bancaire;832;5
MAIL-6683;2025-09-12;légitime;légitime;0.85;N/A;119;0
MAIL-6684;2025-09-17;phishing;phishing;0.864;Faux support technique;708;3
MAIL-6685;2025-09-22;phishing;phishing;0.95;Faux support technique;403;0
MAIL-6686;2025-09-28;légitime;légitime;0.939;N/A;555;0
MAIL-6687;2025-09-25;phishing;phishing;0.91;Phishing RH/paie;1158;5
MAIL-6688;2025-09-19;légitime;légitime;0.963;N/A;837;2
MAIL-6689;2025-09-11;phishing;phishing;0.976;Usurpation bancaire;740;4
MAIL-6690;2025-09-11;phishing;phishing;0.862;Usurpation fournisseur;1008;3
MAIL-6691;2025-09-02;légitime;légitime;0.959;N/A;879;2
MAIL-6692;2025-09-19;légitime;légitime;0.946;N/A;877;1
MAIL-6693;2025-09-12;légitime;légitime;0.849;N/A;381;0
MAIL-6694;2025-09-09;légitime;légitime;0.837;N/A;843;1
MAIL-6695;2025-09-07;phishing;phishing;0.905;Phishing RH/paie;403;3
MAIL-6696;2025-09-27;légitime;légitime;0.959;N/A;1060;0
MAIL-6697;2025-09-18;phishing;phishing;0.851;Usurpation fournisseur;606;0
MAIL-6698;2025-09-24;légitime;légitime;0.824;N/A;1066;1
MAIL-6699;2025-09-12;phishing;légitime;0.693;Phishing RH/paie;464;4
MAIL-6700;2025-09-06;légitime;phishing;0.617;N/A;388;1
MAIL-6701;2025-09-14;phishing;légitime;0.751;Usurpation fournisseur;806;4
MAIL-6702;2025-09-23;légitime;légitime;0.93;N/A;572;2
MAIL-6703;2025-09-02;phishing;phishing;0.826;Fausse facture;538;3
MAIL-6704;2025-09-23;phishing;phishing;0.882;Fausse facture;766;2
MAIL-6705;2025-09-05;phishing;phishing;0.983;Phishing RH/paie;457;4
MAIL-6706;2025-09-04;légitime;légitime;0.859;N/A;220;0
MAIL-6707;2025-09-25;phishing;phishing;0.913;Phishing RH/paie;583;0
MAIL-6708;2025-09-18;légitime;légitime;0.793;N/A;100;0
MAIL-6709;2025-09-23;légitime;légitime;0.953;N/A;493;1
MAIL-6710;2025-09-06;légitime;légitime;0.891;N/A;80;1
MAIL-6711;2025-09-11;phishing;phishing;0.971;Usurpation bancaire;113;0
MAIL-6712;2025-09-04;phishing;phishing;0.951;Fausse livraison colis;228;0
MAIL-6713;2025-09-01;phishing;phishing;0.821;Usurpation fournisseur;970;0
MAIL-6714;2025-09-18;phishing;phishing;0.942;Usurpation bancaire;491;2
MAIL-6715;2025-09-24;légitime;légitime;0.908;N/A;663;0
MAIL-6716;2025-09-03;phishing;phishing;0.912;Usurpation bancaire;527;6
MAIL-6717;2025-09-18;phishing;phishing;0.928;Faux support technique;1050;6
MAIL-6718;2025-09-06;phishing;légitime;0.646;Usurpation fournisseur;484;5
MAIL-6719;2025-09-28;légitime;légitime;0.817;N/A;1071;0
MAIL-6720;2025-09-25;légitime;légitime;0.912;N/A;163;2
MAIL-6721;2025-09-15;phishing;phishing;0.886;Fausse facture;1011;0
MAIL-6722;2025-09-04;légitime;légitime;0.958;N/A;998;0
MAIL-6723;2025-09-28;légitime;légitime;0.858;N/A;247;1
MAIL-6724;2025-09-16;légitime;légitime;0.903;N/A;876;2
MAIL-6725;2025-09-17;légitime;légitime;0.807;N/A;128;2
MAIL-6726;2025-09-07;légitime;légitime;0.814;N/A;1072;0
MAIL-6727;2025-09-13;légitime;légitime;0.949;N/A;919;0
MAIL-6728;2025-09-08;légitime;légitime;0.937;N/A;281;2
MAIL-6729;2025-09-20;légitime;légitime;0.856;N/A;736;1
MAIL-6730;2025-09-06;légitime;légitime;0.903;N/A;802;1
MAIL-6731;2025-09-25;phishing;phishing;0.9;Phishing RH/paie;641;5
MAIL-6732;2025-09-06;phishing;phishing;0.978;Faux support technique;1176;2
MAIL-6733;2025-09-30;phishing;légitime;0.655;Usurpation fournisseur;94;5
MAIL-6734;2025-09-10;légitime;phishing;0.656;N/A;967;0
MAIL-6735;2025-09-11;phishing;phishing;0.832;Fausse facture;851;5
MAIL-6736;2025-09-28;phishing;phishing;0.953;Phishing RH/paie;771;1
MAIL-6737;2025-09-01;phishing;phishing;0.845;Usurpation fournisseur;683;2
MAIL-6738;2025-09-16;légitime;légitime;0.84;N/A;553;1
MAIL-6739;2025-09-10;phishing;phishing;0.934;Phishing RH/paie;511;0
MAIL-6740;2025-09-25;phishing;phishing;0.978;Fausse facture;970;3
MAIL-6741;2025-09-09;phishing;phishing;0.883;Fausse livraison colis;881;1
MAIL-6742;2025-09-12;légitime;légitime;0.89;N/A;949;0
MAIL-6743;2025-09-13;phishing;phishing;0.905;Phishing RH/paie;782;3
MAIL-6744;2025-09-07;phishing;phishing;0.845;Fausse facture;961;0
MAIL-6745;2025-09-02;légitime;légitime;0.806;N/A;155;1
MAIL-6746;2025-09-03;légitime;légitime;0.939;N/A;946;1
MAIL-6747;2025-09-13;légitime;légitime;0.863;N/A;127;0
MAIL-6748;2025-09-28;phishing;phishing;0.872;Fausse facture;174;4
MAIL-6749;2025-09-19;phishing;phishing;0.88;Fausse facture;910;6
MAIL-6750;2025-09-10;phishing;phishing;0.907;Usurpation bancaire;496;4
MAIL-6751;2025-09-24;phishing;phishing;0.918;Faux support technique;349;3
MAIL-6752;2025-09-27;légitime;légitime;0.826;N/A;732;2
MAIL-6753;2025-09-18;légitime;légitime;0.898;N/A;1050;0
MAIL-6754;2025-09-26;phishing;phishing;0.942;Usurpation bancaire;153;5
MAIL-6755;2025-09-03;phishing;phishing;0.902;Fausse facture;145;1
MAIL-6756;2025-09-10;légitime;légitime;0.879;N/A;408;0
MAIL-6757;2025-09-15;légitime;légitime;0.946;N/A;979;0
MAIL-6758;2025-09-28;phishing;phishing;0.954;Fausse facture;85;5
MAIL-6759;2025-09-25;légitime;légitime;0.798;N/A;501;1
MAIL-6760;2025-09-03;phishing;phishing;0.895;Phishing RH/paie;911;1
MAIL-6761;2025-09-27;phishing;légitime;0.736;Fausse livraison colis;570;6
MAIL-6762;2025-09-19;légitime;légitime;0.953;N/A;982;2
MAIL-6763;2025-09-01;légitime;phishing;0.65;N/A;222;0
MAIL-6764;2025-09-30;légitime;légitime;0.905;N/A;1130;0
MAIL-6765;2025-09-11;légitime;légitime;0.847;N/A;891;2
MAIL-6766;2025-09-11;légitime;légitime;0.949;N/A;473;0
MAIL-6767;2025-09-29;phishing;phishing;0.914;Usurpation bancaire;621;5
MAIL-6768;2025-09-23;phishing;phishing;0.832;Fausse livraison colis;279;1
MAIL-6769;2025-09-24;phishing;phishing;0.891;Usurpation bancaire;903;0
MAIL-6770;2025-09-02;phishing;phishing;0.836;Faux support technique;729;1
MAIL-6771;2025-09-07;phishing;phishing;0.837;Fausse facture;283;0
MAIL-6772;2025-09-19;phishing;phishing;0.874;Fausse facture;1030;5
MAIL-6773;2025-09-10;phishing;phishing;0.911;Fausse livraison colis;202;5
MAIL-6774;2025-09-10;phishing;phishing;0.855;Usurpation fournisseur;1156;6
MAIL-6775;2025-09-22;phishing;phishing;0.805;Faux support technique;897;4
MAIL-6776;2025-09-28;phishing;phishing;0.976;Phishing RH/paie;168;0
MAIL-6777;2025-09-23;phishing;phishing;0.915;Fausse facture;165;1
MAIL-6778;2025-09-01;légitime;légitime;0.961;N/A;1071;1
MAIL-6779;2025-09-29;légitime;légitime;0.788;N/A;1005;1
MAIL-6780;2025-09-16;légitime;légitime;0.784;N/A;921;1
MAIL-6781;2025-09-28;phishing;phishing;0.876;Faux support technique;1080;5
MAIL-6782;2025-09-21;légitime;légitime;0.796;N/A;846;1
MAIL-6783;2025-09-16;légitime;légitime;0.885;N/A;400;2
MAIL-6784;2025-09-21;phishing;phishing;0.837;Usurpation fournisseur;121;4
MAIL-6785;2025-09-02;phishing;phishing;0.95;Phishing RH/paie;692;5
MAIL-6786;2025-09-05;légitime;légitime;0.914;N/A;590;0
MAIL-6787;2025-09-06;phishing;phishing;0.812;Fausse livraison colis;958;2
MAIL-6788;2025-09-01;légitime;phishing;0.786;N/A;1027;2
MAIL-6789;2025-09-10;légitime;légitime;0.804;N/A;250;2
MAIL-6790;2025-09-27;phishing;phishing;0.877;Fausse facture;724;2
MAIL-6791;2025-09-12;légitime;légitime;0.834;N/A;273;2
MAIL-6792;2025-09-09;légitime;légitime;0.817;N/A;717;1
MAIL-6793;2025-09-01;phishing;légitime;0.586;Usurpation bancaire;170;6
MAIL-6794;2025-09-06;légitime;légitime;0.92;N/A;760;1
MAIL-6795;2025-09-05;légitime;légitime;0.795;N/A;781;1
MAIL-6796;2025-09-16;légitime;légitime;0.828;N/A;977;1
MAIL-6797;2025-09-03;légitime;légitime;0.861;N/A;110;0
MAIL-6798;2025-09-05;légitime;légitime;0.875;N/A;1081;2
MAIL-6799;2025-09-28;phishing;phishing;0.93;Fausse facture;166;5
MAIL-6800;2025-09-26;phishing;phishing;0.821;Usurpation fournisseur;898;6
MAIL-6801;2025-09-22;légitime;légitime;0.965;N/A;293;0
MAIL-6802;2025-09-13;phishing;phishing;0.827;Usurpation bancaire;87;6
MAIL-6803;2025-09-21;légitime;légitime;0.974;N/A;884;2
MAIL-6804;2025-09-12;phishing;phishing;0.834;Fausse livraison colis;521;1
MAIL-6805;2025-09-16;phishing;phishing;0.873;Usurpation bancaire;271;1
MAIL-6806;2025-09-01;phishing;phishing;0.979;Fausse livraison colis;745;4
MAIL-6807;2025-09-17;légitime;légitime;0.784;N/A;381;1
MAIL-6808;2025-09-06;légitime;légitime;0.883;N/A;842;0
MAIL-6809;2025-09-02;légitime;légitime;0.927;N/A;200;0
MAIL-6810;2025-09-03;phishing;phishing;0.835;Faux support technique;126;5
MAIL-6811;2025-09-05;légitime;phishing;0.765;N/A;847;2
MAIL-6812;2025-09-09;légitime;légitime;0.952;N/A;271;0
MAIL-6813;2025-09-23;légitime;légitime;0.964;N/A;572;2
MAIL-6814;2025-09-28;légitime;légitime;0.87;N/A;235;2
MAIL-6815;2025-09-16;légitime;légitime;0.948;N/A;840;0
MAIL-6816;2025-09-05;légitime;légitime;0.929;N/A;1002;1
MAIL-6817;2025-09-19;phishing;phishing;0.912;Usurpation bancaire;690;0
MAIL-6818;2025-09-15;phishing;phishing;0.874;Usurpation fournisseur;1199;6
MAIL-6819;2025-09-02;légitime;légitime;0.907;N/A;281;2
MAIL-6820;2025-09-25;légitime;légitime;0.963;N/A;305;2
MAIL-6821;2025-09-30;phishing;phishing;0.922;Phishing RH/paie;1046;5
MAIL-6822;2025-09-11;légitime;légitime;0.914;N/A;130;0
MAIL-6823;2025-09-18;phishing;phishing;0.868;Usurpation bancaire;1095;1
MAIL-6824;2025-09-25;phishing;phishing;0.917;Faux support technique;974;3
MAIL-6825;2025-09-18;légitime;légitime;0.966;N/A;853;1
MAIL-6826;2025-09-03;légitime;légitime;0.851;N/A;855;1
MAIL-6827;2025-09-10;légitime;légitime;0.831;N/A;207;1
MAIL-6828;2025-09-23;légitime;phishing;0.723;N/A;472;0
MAIL-6829;2025-09-05;phishing;phishing;0.899;Usurpation bancaire;360;5
MAIL-6830;2025-09-08;légitime;légitime;0.854;N/A;1024;1
MAIL-6831;2025-09-17;légitime;légitime;0.787;N/A;1062;0
MAIL-6832;2025-09-10;légitime;légitime;0.802;N/A;741;1
MAIL-6833;2025-09-01;phishing;phishing;0.811;Usurpation fournisseur;842;6
MAIL-6834;2025-09-26;phishing;phishing;0.923;Usurpation bancaire;529;5
MAIL-6835;2025-09-19;légitime;légitime;0.892;N/A;307;1
MAIL-6836;2025-09-30;légitime;légitime;0.844;N/A;808;1
MAIL-6837;2025-09-25;phishing;phishing;0.813;Faux support technique;976;4
MAIL-6838;2025-09-08;légitime;légitime;0.958;N/A;298;1
MAIL-6839;2025-09-13;légitime;légitime;0.782;N/A;545;1
MAIL-6840;2025-09-09;phishing;phishing;0.901;Fausse livraison colis;672;2
MAIL-6841;2025-09-05;phishing;phishing;0.839;Phishing RH/paie;1032;5
MAIL-6842;2025-09-15;légitime;légitime;0.853;N/A;256;1
MAIL-6843;2025-09-19;légitime;légitime;0.877;N/A;798;2
MAIL-6844;2025-09-30;légitime;légitime;0.924;N/A;1026;2
MAIL-6845;2025-09-25;phishing;phishing;0.837;Usurpation fournisseur;1133;0
MAIL-6846;2025-09-10;phishing;phishing;0.817;Faux support technique;532;2
MAIL-6847;2025-09-06;légitime;légitime;0.816;N/A;147;1
MAIL-6848;2025-09-18;phishing;phishing;0.841;Fausse facture;816;6
MAIL-6849;2025-09-16;phishing;phishing;0.833;Phishing RH/paie;522;6
MAIL-6850;2025-09-20;phishing;phishing;0.883;Usurpation bancaire;859;3
MAIL-6851;2025-09-22;phishing;phishing;0.983;Usurpation fournisseur;105;0
MAIL-6852;2025-09-03;légitime;légitime;0.869;N/A;129;2
MAIL-6853;2025-09-05;légitime;légitime;0.9;N/A;526;2
MAIL-6854;2025-09-22;légitime;légitime;0.974;N/A;521;0
MAIL-6855;2025-09-20;phishing;phishing;0.815;Fausse livraison colis;236;2
MAIL-6856;2025-09-21;légitime;légitime;0.95;N/A;791;0
MAIL-6857;2025-09-11;légitime;légitime;0.849;N/A;485;0
MAIL-6858;2025-09-28;légitime;légitime;0.811;N/A;967;2
MAIL-6859;2025-09-30;phishing;phishing;0.88;Usurpation fournisseur;133;5
MAIL-6860;2025-09-20;légitime;légitime;0.96;N/A;691;0
MAIL-6861;2025-09-16;phishing;phishing;0.935;Fausse facture;306;4
MAIL-6862;2025-09-18;légitime;légitime;0.798;N/A;665;2
