id_offre;competence;intitule_poste;region
OFR-2025460;Cloud (AWS/Azure/GCP);AI Engineer;Île-de-France
OFR-2025460;NLP;AI Engineer;Île-de-France
OFR-2025460;Hugging Face;AI Engineer;Île-de-France
OFR-2025461;Power BI;Data Analyst;Île-de-France
OFR-2025461;Power Query;Data Analyst;Île-de-France
OFR-2025461;Excel;Data Analyst;Île-de-France
OFR-2025462;KPI;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025462;SQL;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025462;Python;Chef de Projet Data/IA;Nouvelle-Aquitaine
OFR-2025463;Tableau;Data Analyst;Centre-Val de Loire
OFR-2025463;Power BI;Data Analyst;Centre-Val de Loire
OFR-2025463;Python;Data Analyst;Centre-Val de Loire
OFR-2025463;DAX;Data Analyst;Centre-Val de Loire
OFR-2025463;Power Query;Data Analyst;Centre-Val de Loire
OFR-2025464;SQL;Data Analyst;Grand Est
OFR-2025464;DAX;Data Analyst;Grand Est
OFR-2025464;Excel;Data Analyst;Grand Est
OFR-2025465;Machine Learning;Data Scientist;Grand Est
OFR-2025465;Power BI;Data Scientist;Grand Est
OFR-2025465;Python;Data Scientist;Grand Est
OFR-2025465;Scikit-learn;Data Scientist;Grand Est
OFR-2025465;SQL;Data Scientist;Grand Est
OFR-2025466;Spark;Data Engineer;Occitanie
OFR-2025466;Python;Data Engineer;Occitanie
OFR-2025466;SQL;Data Engineer;Occitanie
OFR-2025467;Machine Learning;Data Scientist;Île-de-France
OFR-2025467;Pandas;Data Scientist;Île-de-France
OFR-2025467;Scikit-learn;Data Scientist;Île-de-France
OFR-2025468;Airflow;Data Engineer;Île-de-France
OFR-2025468;SQL;Data Engineer;Île-de-France
OFR-2025468;Spark;Data Engineer;Île-de-France
OFR-2025468;Python;Data Engineer;Île-de-France
OFR-2025468;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025469;Power BI;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025469;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025469;DAX;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025469;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025469;SQL;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025470;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025470;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025470;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025470;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025470;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025471;Power BI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025471;SQL;BI Analyst / Développeur Power BI;Bretagne
OFR-2025471;KPI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025471;DAX;BI Analyst / Développeur Power BI;Bretagne
OFR-2025471;Excel;BI Analyst / Développeur Power BI;Bretagne
OFR-2025472;SQL;Data Engineer;Île-de-France
OFR-2025472;Docker;Data Engineer;Île-de-France
OFR-2025472;ETL;Data Engineer;Île-de-France
OFR-2025472;Spark;Data Engineer;Île-de-France
OFR-2025472;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025473;Cloud (AWS/Azure/GCP);Data Engineer;Centre-Val de Loire
OFR-2025473;Docker;Data Engineer;Centre-Val de Loire
OFR-2025473;SQL;Data Engineer;Centre-Val de Loire
OFR-2025473;Airflow;Data Engineer;Centre-Val de Loire
OFR-2025474;SQL;Data Engineer;Île-de-France
OFR-2025474;Airflow;Data Engineer;Île-de-France
OFR-2025474;Spark;Data Engineer;Île-de-France
OFR-2025474;Docker;Data Engineer;Île-de-France
OFR-2025474;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025475;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025475;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025475;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025475;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025475;SQL;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025476;Cloud (AWS/Azure/GCP);Data Engineer;Normandie
OFR-2025476;ETL;Data Engineer;Normandie
OFR-2025476;Spark;Data Engineer;Normandie
OFR-2025476;SQL;Data Engineer;Normandie
OFR-2025476;Docker;Data Engineer;Normandie
OFR-2025477;Spark;Data Engineer;Grand Est
OFR-2025477;Cloud (AWS/Azure/GCP);Data Engineer;Grand Est
OFR-2025477;SQL;Data Engineer;Grand Est
OFR-2025477;Python;Data Engineer;Grand Est
OFR-2025477;ETL;Data Engineer;Grand Est
OFR-2025478;Machine Learning;Data Scientist;Centre-Val de Loire
OFR-2025478;Power BI;Data Scientist;Centre-Val de Loire
OFR-2025478;Pandas;Data Scientist;Centre-Val de Loire
OFR-2025478;Python;Data Scientist;Centre-Val de Loire
OFR-2025479;Power BI;Chef de Projet Data/IA;Pays de la Loire
OFR-2025479;Python;Chef de Projet Data/IA;Pays de la Loire
OFR-2025479;SQL;Chef de Projet Data/IA;Pays de la Loire
